,number,name_en,name_en_lowercase,dex_en,name_de,name_de_lowercase,dex_de,name_fr,name_fr_lowercase,dex_fr,name_it,name_it_lowercase,dex_it,name_es,name_es_lowercase,dex_es,catchrate,atk,def,hp,spd,type1,type2,legendary,mythical
984,M26,Mega-Sableye,mega-sableye,"It feeds on gemstone crystals. In darkness, its eyes sparkle with the glitter of jewels.",Mega-Zobiris,mega-zobiris,"Es ernährt sich von Edelsteinen. Im Dunkeln funkeln seine beiden Augen wie Juwelen.",Mega-Ténefix,mega-ténefix,"Ce Pokémon se nourrit de pierres précieuses. Dans les ténèbres, ses yeux brillent du reflet des joyaux.",Mega-Sableye,mega-sableye,"Si nutre di gemme. Nell’oscurità i suoi occhi brillano come gioielli.",Mega-Sableye,mega-sableye,"Se alimenta de gemas. En la oscuridad, los ojos le brillan con el destello de las piedras preciosas.",3,350,350,370,310,Dark,Ghost,0,1
985,M27,Mega-Mawile,mega-mawile,"It chomps with its gaping mouth. Its huge jaws are actually steel horns that have been transformed.",Mega-Flunkifer,mega-flunkifer,"Sein riesiger Kiefer hat sich aus stählernen Hörnern entwickelt. Mit ihm beißt es seine Gegner.",Mega-Mysdibule,mega-mysdibule,"Ses cornes d’acier forment une grande mâchoire avec laquelle il mord férocement ses adversaires.",Mega-Mawile,mega-mawile,"Le sue corna d’acciaio si sono trasformate in enormi mascelle, con cui morde i nemici.",Mega-Mawile,mega-mawile,"Sus otros cuernos de acero se han transformado en grandes fauces con las que muerde a sus enemigos.",3,350,350,370,310,Steel,Fairy,0,1
986,M28,Mega-Aggron,mega-aggron,"Long ago, there was a king who wore a helmet meant to resemble the head of an Aggron. He was trying to channel the Pokémon’s strength.",Mega-Stolloss,mega-stolloss,"Einst gab es einen König, der einen Helm in Form von Stolloss’ Kopf trug, in der Hoffnung, sich dadurch dessen Stärke aneignen zu können.",Mega-Galeking,mega-galeking,"Il y a fort longtemps, un roi portait un casque à l’effigie de Galeking, pensant qu’il pourrait ainsi s’approprier sa force.",Mega-Aggron,mega-aggron,"In tempi antichi ci fu un re che, aspirando alla forza di Aggron, indossava un elmo ispirato alla testa di questo Pokémon.",Mega-Aggron,mega-aggron,"En la antigüedad, hubo un monarca que llevaba un casco hecho a imagen de Aggron para que le otorgase fuerza.",3,380,450,410,310,Steel,,0,1
987,M29,Mega-Medicham,mega-medicham,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",Mega-Meditalis,mega-meditalis,"Mittels Meditation hat Meditalis seinen sechsten Sinn entwickelt. So kann es seine psychokinetischen Kräfte nutzen. Dieses Pokémon meditiert einen ganzen Monat, ohne etwas zu essen.",Mega-Charmina,mega-charmina,"Grâce au pouvoir de la méditation, Charmina a développé son sixième sens. Il peut utiliser des pouvoirs télékinétiques. On sait que ce Pokémon peut méditer pendant un mois sans manger.",Mega-Medicham,mega-medicham,"Grazie alla propria abilità meditativa Medicham ha sviluppato il sesto senso. Ha acquisito anche la capacità di usare i poteri psicocinetici. È noto per rimanere fermo in meditazione un mese intero senza mangiare.",Mega-Medicham,mega-medicham,"A través de la meditación, Medicham desarrolló su sexto sentido y aprendió a usar poderes psicoquinéticos. Se sabe que este Pokémon puede pasarse un mes meditando y sin comer.",3,330,360,390,370,Fighting,Psychic,0,1
988,M30,Mega-Manectric,mega-manectric,"It rarely appears before people. It is said to nest where lightning has fallen.",Mega-Voltenso,mega-voltenso,"Es zeigt sich selten den Menschen. Man sagt, dass es sein Nest an Orten baut, wo ein Blitz eingeschlagen hat.",Mega-Élecsprint,mega-élecsprint,"Ce Pokémon évite de se montrer aux humains. On raconte qu’il fait son nid aux endroits où la foudre s’est abattue.",Mega-Manectric,mega-manectric,"Raramente si mostra agli umani. Si dice che viva nelle zone dove è caduto un fulmine.",Mega-Manectric,mega-manectric,"Rara vez aparece ante la gente. Dicen que suele colocar su madriguera donde caen rayos.",3,390,330,410,420,Electric,,0,1
989,M31,Mega-Sharpedo,mega-sharpedo,"This Pokémon is known as the Bully of the Sea. Any ship entering the waters Sharpedo calls home will be attacked—no exceptions.",Mega-Tohaido,mega-tohaido,"Tohaido trägt den Spitznamen „Tyrann des Meeres“. Schiffe, die in sein Revier eindringen, greift es ausnahmslos an.",Mega-Sharpedo,mega-sharpedo,"Surnommé le «?tyran des mers?», ce Pokémon attaque sans exception tous les navires qui osent s’aventurer sur son territoire.",Mega-Sharpedo,mega-sharpedo,"Questo Pokémon, detto “Tiranno del mare”, assale qualsiasi nave si addentri nelle acque in cui dimora.",Mega-Sharpedo,mega-sharpedo,"Conocido como el Terror de los Mares, ataca sin excepción a todo barco que ose adentrarse en su territorio oceánico.",3,425,290,410,400,Water,Dark,0,1
990,M32,Mega-Camerupt,mega-camerupt,"The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.",Mega-Camerupt,mega-camerupt,"Die Höcker auf Camerupts Rücken sind durch eine Transformation seiner Knochen entstanden. Hin und wieder stoßen sie Magma aus. Dieses Pokémon bricht häufig aus, wenn es wütend ist.",Mega-Camérupt,mega-camérupt,"Les bosses sur le dos de Camérupt sont apparues après une déformation de ses os. Elles crachent parfois du magma en fusion. Ce Pokémon entre apparemment en éruption lorsqu’il est énervé.",Mega-Camerupt,mega-camerupt,"Le gobbe sulla schiena di Camerupt si sono formate dalla trasformazione delle sue ossa. Talvolta emettono magma fuso. Pare che questo Pokémon erutti spesso quando è infuriato.",Mega-Camerupt,mega-camerupt,"Las jorobas de Camerupt se originaron por una deformación de los huesos. A veces escupen magma líquido, sobre todo cuando el Pokémon se enfada.",3,415,355,410,290,Fire,Ground,0,1
991,M33,Mega-Altaria,mega-altaria,"This Pokémon has a kind disposition, but if it’s provoked, it will threaten opponents with shrill cries before attacking them without mercy.",Mega-Altaria,mega-altaria,"Altaria ist von sanfter Natur, doch wird es verärgert, stößt es zur Einschüchterung schrilles Geschrei aus und greift dann gnadenlos an.",Mega-Altaria,mega-altaria,"Il est de nature aimable, mais si on le met en colère, il intimide son adversaire en poussant un cri strident et l’attaque sans pitié.",Mega-Altaria,mega-altaria,"Ha un carattere gentile, ma se lo si fa arrabbiare emette un verso minaccioso, per poi attaccare senza pietà.",Mega-Altaria,mega-altaria,"Es de carácter amable, pero, si monta en cólera, intimidará al oponente con estridentes chillidos y atacará sin piedad.",3,350,405,420,370,Dragon,Fairy,0,1
992,M34,Mega-Banette,mega-banette,"Resentment at being cast off made it spring into being. Some say that treating it well will satisfy it, and it will once more become a stuffed toy.",Mega-Banette,mega-banette,"Geboren aus Hass, weil es weggeworfen wurde, soll es sich wieder in eine Plüschpuppe zurückverwandeln, wenn es sich geliebt fühlt.",Mega-Branette,mega-branette,"Il est né de la rancune qu’il a ressentie quand il a été abandonné. Il redevient apparemment une poupée si l’on en prend grand soin.",Mega-Banette,mega-banette,"È stato generato dalla rabbia per essere stato buttato via. Si dice che se ci si prende cura di lui, tornerà a essere il peluche di un tempo.",Mega-Banette,mega-banette,"El rencor de haber sido tirado a la basura fue lo que le dio vida. Se dice que puede convertirse de nuevo en muñeco si se le trata con cariño.",3,408,338,398,340,Ghost,,0,1
993,M35,Mega-Absol,mega-absol,"Because of this Pokémon’s ability to detect danger, people mistook Absol as a bringer of doom.",Mega-Absol,mega-absol,"Absol kann Gefahr verspüren, weshalb Menschen irrtümlicherweise dachten, dieses Pokémon bringe ihnen Unheil.",Mega-Absol,mega-absol,"Sa capacité à pressentir le danger lui a autrefois valu la réputation de porter malheur.",Mega-Absol,mega-absol,"A causa della sua capacità di percepire i disastri è stato considerato erroneamente un Pokémon portatore di disgrazie.",Mega-Absol,mega-absol,"Debido a su capacidad para predecir desastres, se lo ha considerado desacertadamente un Pokémon portador de desgracias.",3,415,330,400,360,Dark,,0,1
994,M36,Mega-Glalie,mega-glalie,"It can instantly freeze moisture in the atmosphere. It uses this power to freeze its foes.",Mega-Firnontor,mega-firnontor,"Es kann Feuchtigkeit in der Luft augenblicklich zum Gefrieren bringen und nutzt dies, um seine Beute zu Eis erstarren zu lassen.",Mega-Oniglali,mega-oniglali,"Il a le pouvoir de geler l’humidité ambiante en un instant et peut ainsi immobiliser ses proies.",Mega-Glalie,mega-glalie,"È capace di ghiacciare istantaneamente l’umidità dell’atmosfera. Sfrutta questo potere per congelare la preda.",Mega-Glalie,mega-glalie,"Congela a sus presas helando en un momento la humedad contenida en el aire que lo rodea.",3,370,370,430,370,Ice,,0,1
995,M37,Mega-Salamence,mega-salamence,"While basking in the joy of flight generally keeps this Pokémon in high spirits, Salamence turns into an uncontrollable menace if something angers it.",Mega-Brutalanda,mega-brutalanda,"Brutalanda freut sich ungemein darüber, endlich fliegen zu können, doch wenn es wütend wird, gerät es außer Kontrolle.",Mega-Drattak,mega-drattak,"Heureux de pouvoir voler dans le ciel, il est souvent de bonne humeur, mais il devient incontrôlable lorsqu’on le met en colère.",Mega-Salamence,mega-salamence,"È generalmente di buon umore e traboccante di gioia per essere riuscito a volare, ma se si arrabbia diventa una furia incontrollabile.",Mega-Salamence,mega-salamence,"Feliz de ver cumplido su deseo, surca los cielos con buen ánimo, pero, si se enfada, se vuelve violento e incontrolable.",3,455,370,460,410,Dragon,Flying,0,1
996,M38,Mega-Metagross,mega-metagross,"Metagross is the result of the fusion of two Metang. This Pokémon defeats its opponents through use of its supercomputer-level brain.",Mega-Metagross,mega-metagross,"Dieses Pokémon entstand aus der Fusion zweier Metang. Es bezwingt Gegner mithilfe seiner Intelligenz, die der eines Supercomputers gleicht.",Mega-Métalosse,mega-métalosse,"Né de la fusion de deux Métang, il vient à bout de ses ennemis grâce à son cerveau qui est aussi performant qu’un superordinateur.",Mega-Metagross,mega-metagross,"È il risultato della fusione di due Metang. Per sconfiggere i nemici si serve del suo cervello, equiparabile a un supercomputer.",Mega-Metagross,mega-metagross,"Formado a partir de la unión de dos Metang. Emplea su inteligencia, comparable a la de un superordenador, para derrotar a sus rivales.",3,440,430,430,350,Steel,Psychic,0,1
997,M39,Mega-Latias,mega-latias,"Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.",Mega-Latias,mega-latias,"Latias ist sehr intelligent und kann die menschliche Sprache verstehen. Es ist mit gläsernen Daunen bedeckt. Dieses Pokémon umhüllt seinen Körper mit den Daunen und kann Licht brechen, um seine Gestalt zu verändern.",Mega-Latias,mega-latias,"Latias est très intelligent et comprend le langage des hommes. Il est recouvert d’une espèce de duvet ressemblant à du verre. Ce Pokémon s’enveloppe dans ce duvet et reflète la lumière pour changer son apparence.",Mega-Latias,mega-latias,"Estremamente intelligente, Latias è in grado di capire il linguaggio umano. Il suo corpo è ricoperto di piumino vetroso che usa per rifrangere la luce e mutare il proprio aspetto.",Mega-Latias,mega-latias,"Latias tiene un nivel de inteligencia tan alto que es capaz de entender el lenguaje humano. Este Pokémon usa el plumón cristalizado del que está cubierto como peto para refractar la luz y cambiar de aspecto.",3,400,430,430,430,Dragon,Psychic,1,1
998,M40,Mega-Latios,mega-latios,"Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.",Mega-Latios,mega-latios,"Latios schüttet nur seinem Trainer gegenüber sein Herz aus. Dieses Pokémon fliegt schneller als ein Flugzeug, indem es seine Vorderbeine einklappt, um den Luftwiderstand zu verringern.",Mega-Latios,mega-latios,"Latios n’ouvrira son cœur qu’à un Dresseur doté d’un esprit compatissant. Ce Pokémon peut voler plus vite qu’un avion à réaction en repliant ses pattes avant pour améliorer son aérodynamisme.",Mega-Latios,mega-latios,"Latios apre il proprio cuore ad Allenatori d’animo buono e generoso. Il Pokémon riesce a volare più veloce di un aereo a reazione, piegando le zampe anteriori per minimizzare l’attrito dell’aria.",Mega-Latios,mega-latios,"Latios solo le abre el corazón a los Entrenadores compasivos. A la hora de volar, este Pokémon pliega las patas delanteras para minimizar la resistencia al aire y supera en velocidad a un avión a reacción.",3,430,400,430,430,Dragon,Psychic,1,1
999,M41,Mega-Rayquaza,mega-rayquaza,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",Mega-Rayquaza,mega-rayquaza,"Es fliegt durch die Ozonschicht und ernährt sich von Meteoren. Mithilfe der Energie, die durch diese Meteore in seinen Körper gelangt, kann es eine Mega-Entwicklung durchführen.",Mega-Rayquaza,mega-rayquaza,"Un Pokémon qui vit dans la couche d’ozone et se nourrit des météorites qu’il intercepte. Leur énergie s’accumule dans son corps, ce qui lui permet de méga-évoluer.",Mega-Rayquaza,mega-rayquaza,"Risiede nello strato di ozono, dove si nutre di meteoriti. Grazie alla loro energia che si accumula all’interno del suo corpo, può megaevolversi.",Mega-Rayquaza,mega-rayquaza,"Rayquaza ha vivido en la capa de ozono durante millones de años, alimentándose de meteoritos. La energía de estos meteoritos se acumula en su cuerpo y le permite megaevolucionar.",3,510,390,480,400,Dragon,Flying,1,1
1000,M42,Mega-Lopunny,mega-lopunny,"Once hot seasons are over, Lopunny’s coat will be replaced with fur that holds a lot of insulating air in preparation for colder weather.",Mega-Schlapor,mega-schlapor,"Ist die heiße Jahreszeit vorbei, wechselt sein Fell zu einer Wollfaser, die viel Luft umschließt. So schützt sich Schlapor gegen die Kälte.",Mega-Lockpin,mega-lockpin,"À la fin de la saison chaude, il mue et se recouvre d’une fourrure épaisse et légère pour se préparer à affronter le froid hivernal.",Mega-Lopunny,mega-lopunny,"Terminata la stagione calda, si prepara all’arrivo del freddo coprendosi di una pelliccia soffice e vaporosa.",Mega-Lopunny,mega-lopunny,"Cuando acaba la estación más tórrida, le crece un nuevo pelaje muy mullido que lo prepara para el frío.",3,340,390,400,420,Normal,Fighting,0,1
1001,M43,Mega-Garchomp,mega-garchomp,"Garchomp is fast both underground and above. It can bring down prey and return to its den before its body has chilled from being outside.",Mega-Knakrack,mega-knakrack,"Auch am Boden bewegt es sich schnell. Es kann im verschneiten Gebirge Beute erlegen und in sein Nest bringen, bevor sein Körper auskühlt.",Mega-Carchacrok,mega-carchacrok,"Ce Pokémon très rapide même au sol capture ses proies sur les monts enneigés et rentre vite dans son antre avant que son corps ne gèle.",Mega-Garchomp,mega-garchomp,"È veloce anche a terra. È in grado di abbattere le prede tra le montagne innevate e tornare nella sua tana prima di congelarsi.",Mega-Garchomp,mega-garchomp,"Se mueve a gran velocidad incluso por tierra. Es capaz de cazar una presa en una montaña nevada y volver a su guarida sin llegar a pasar frío.",3,420,390,486,414,Dragon,Ground,0,1
1002,M44,Mega-Lucario,mega-lucario,"It can tell what people are thinking. Only Trainers who have justice in their hearts can earn this Pokémon’s trust.",Mega-Lucario,mega-lucario,"Es kann die Gedanken von Menschen lesen. Deshalb lässt es sich nur auf Trainer ein, die ihr Herz auf dem rechten Fleck haben.",Mega-Lucario,mega-lucario,"Étant capable de lire ce que pensent les humains, ce Pokémon ne s’attache qu’aux Dresseurs dotés d’un cœur pur.",Mega-Lucario,mega-lucario,"È in grado di comprendere anche i pensieri degli esseri umani. Per questo, si affeziona solo agli Allenatori dall’animo onesto.",Mega-Lucario,mega-lucario,"Puede leer los pensamientos de la gente, por lo que establece lazos afectivos únicamente con Entrenadores de corazón noble.",3,435,350,410,390,Fighting,Steel,0,1
